interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
FGF8-FGFR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF20-FGFR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPVF-NPFFR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF16-FGFR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RAET1E-KLRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RAET1G-KLRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-ACKR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AGT-MAS1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PTN-SDC3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC18A3-CHRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC18A3-CHRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC18A3-CHRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC18A3-CHRM4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DHCR7-RORA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC10A4-CHRM1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC10A4-CHRM2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAT+SLC10A4-CHRM3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD6_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBE-ACVR1C_ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHA_INHBA-ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD10_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD2_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD3_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD4_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD6_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLG-F2RL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD9_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD1_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD10_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD2_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD3_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD4_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD5_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF16-FGFR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF5-FGFR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF16-FGFR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF8-FGFR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL3-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL2-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF21-FGFR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF16-FGFR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TGFB1-ACVR1B_TGFBR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TGFB1-ACVR1C_TGFBR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TGFB2-ACVR1B_TGFBR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TGFB3-ACVR1B_TGFBR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TAC4-TACR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGF21-FGFR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL3-CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL5-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL5-CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL6-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL10-DPP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL11-ACKR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL11-CXCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL11-DPP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LIPA-RORC,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL6-CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL8-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL9-CXCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL9-DPP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCK-CCKAR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCK-CCKBR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL2-CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NODAL-ACVR1C_ACVR2A_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF1-ACVR1B_ACVR2A_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF1-ACVR1B_ACVR2B_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF1-ACVR1C_ACVR2A_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF1-ACVR1C_ACVR2B_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL3L1-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL4-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CEL-RORC,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF3-ACVR1C_ACVR2B_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBC-ACVR1B_ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBC-ACVR1B_ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBC-ACVR1C_ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBC-ACVR1C_ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBE-ACVR1B_ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBE-ACVR1B_ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INHBE-ACVR1C_ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IHH-PTCH1_SMO,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DHH-PTCH2_SMO,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IHH-PTCH2_SMO,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHH-PTCH2_SMO,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL27-CCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL27-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL1-ACKR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG3-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD7_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD8_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD9_LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD10_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD2_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD3_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD4_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD6_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10A-FZD9_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD1_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD10_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD2_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD3_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD4_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD5_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD6_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF3-ACVR1B_ACVR2A_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF3-ACVR1B_ACVR2B_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GDF3-ACVR1C_ACVR2A_CFC1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT11-FZD4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD7_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD8_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT10B-FZD9_LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT5B-FZD10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-CCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL5-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL5-CCR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL3-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL8-CCR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPBP-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPBP-CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL1-CXCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-CCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL7-CCR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG1-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG2-ERBB2_ERBB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG2-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WNT11-FZD9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGF-EGFR_ERBB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL16-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL16-CCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL16-CCR8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG4-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG1-ITGAV_ITGB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IGF2-ITGA6_ITGB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DHH-PTCH1_SMO,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HBEGF-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EREG-EGFR_ERBB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EREG-ERBB2_ERBB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NRG1-ERBB2_ERBB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL26-CCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL26-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL27-CCR10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL28-CCR10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL20-CCR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL21-ACKR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL23-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL23-FPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IL37-IL18R1_IL18RAP,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL1-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL16-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BDNF-NGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL24-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL25-ACKR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL25-CCR9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL26-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RETN-CAP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MIF-CD74_CXCR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MIF-CD44_CD74,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MIF-CD74_CXCR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MIF-ACKR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IL2-IL20RA_IL20RB_IL2RG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IL4-IL13RA2_IL4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IL13-IL13RA2_IL4R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL3-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL3L1-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AREG-EGFR_ERBB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BTC-EGFR_ERBB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ANGPTL7-LILRB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KLK3-NGFR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPP1-ITGAV_ITGB6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RETN-TLR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-NPY6R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PYY-GPR83,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PDYN-OPRL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ANGPTL3-ITGAV_ITGB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDK-SDC2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDK-ITGA6_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP1_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP1_PLXNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GZMA-F2RL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS3-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CTSG-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
C4A-CR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-NPY6R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NPY-GPR83,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-NPY6R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PPY-GPR83,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL10-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXCL13-ACKR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL26-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POMC-OPRL1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS3-F2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GZMA-F2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS2-F2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS1-F2R,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL16-HRH4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL17-CCR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL18-CCR8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL2-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL14-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL14-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL15-CCR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL15-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS1-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS3-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GZMA-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLG-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS2-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INSL3-RXFP3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INSL5-RXFP2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INSL5-RXFP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
F2-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GZMA-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLG-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS2-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS1-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PLG-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GZMA-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS2-F2RL2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP1_PLXNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP1_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP1_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP1_PLXNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP1_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS1-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS3-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CTSG-PARD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP1_PLXNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP1_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP1_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP1_PLXNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP2_PLXNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP2_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GCG-GIPR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KLK3-NTRK1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UTS2B-SSTR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA2-ITGA2_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP2_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP2_PLXNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP2_PLXNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP2_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRND,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNE,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INSL3-RXFP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3D-NRP2_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3F-NRP2_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3F-NRP2_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3G-NRP2_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP2_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3B-NRP2_PLXNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3C-NRP2_PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
