interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
ALDH1A1-CRABP2+RXRA,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A1-CRABP2+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO3-LGR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO4-LGR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RARRES2-GPR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-CRABP2+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A2-RORB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A3-CRABP2+RARB+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A3-CRABP2+RARG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR5A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOSTDC1-LRP5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOSTDC1-LRP6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SCT-SCTR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SCT-VIPR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SCT-VIPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A3-CRABP2+RARG+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A3-CRABP2+RXRB,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALDH1A3-CRABP2+RXRG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A7-GRM6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RSPO2-LGR5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SELPLG-SELP,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3A-NRP1+PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3A-NRP1+PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3E-PLXND1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK1+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK1+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK2+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK2+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK3+GRIK4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLS+SLC17A8-GRIK3+GRIK5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR5A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR5A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA6D-PLXNA1+TREM2+TYROBP,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR1E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR1F,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR1F,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA5A-PLXNB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA6A-NRP1+PLXNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR1E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR1F,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH1-HTR1E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DDC-DRD2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DDC-DRD3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DDC-DRD4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR1E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR1F,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR5A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR5A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC6A4+TPH2-HTR7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DDC-DRD1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR2C,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR3A+HTR3B+HTR3C+HTR3D+HTR3E,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A1+TPH2-HTR4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH2-HTR1D,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC18A2+TPH1-HTR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
